id,title,genres,year,genres_list,tag_soup
61705,Lakeview Terrace,Drama|Thriller,2008.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
61729,Ghost Town,Comedy|Fantasy|Romance,2008.0,"['Comedy', 'Fantasy', 'Romance']",comedy comedy comedy fantasy fantasy fantasy romance romance romance
61818,"Crow, The: Wicked Prayer",Action|Adventure|Fantasy|Thriller,2005.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",action action action adventure adventure adventure fantasy fantasy fantasy thriller thriller thriller
61986,Appaloosa,Western,2008.0,['Western'],western western western
62008,Dead Fury,Action|Animation|Comedy|Horror,2008.0,"['Action', 'Animation', 'Comedy', 'Horror']",action action action animation animation animation comedy comedy comedy horror horror horror
62081,Eagle Eye,Action|Crime|Thriller|IMAX,2008.0,"['Action', 'Crime', 'Thriller', 'IMAX']",action action action crime crime crime thriller thriller thriller imax imax imax
62113,How to Lose Friends & Alienate People,Comedy,2008.0,['Comedy'],comedy comedy comedy
62155,Nick and Norah's Infinite Playlist,Comedy|Drama|Romance,2008.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
62208,"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto)",Drama,1954.0,['Drama'],drama drama drama
62250,Gomorrah (Gomorra),Crime|Drama,2008.0,"['Crime', 'Drama']",crime crime crime drama drama drama
62293,"Duchess, The",Drama|Romance,2008.0,"['Drama', 'Romance']",drama drama drama romance romance romance
62299,Alone in the Dark II,Action|Horror,2008.0,"['Action', 'Horror']",action action action horror horror horror
62336,FLCL,Animation|Comedy|Fantasy|Sci-Fi,2000.0,"['Animation', 'Comedy', 'Fantasy', 'Sci-Fi']",animation animation animation comedy comedy comedy fantasy fantasy fantasy sci-fi sci-fi sci-fi
62344,Rachel Getting Married,Drama|Romance,2008.0,"['Drama', 'Romance']",drama drama drama romance romance romance
62374,Body of Lies,Action|Drama|Thriller,2008.0,"['Action', 'Drama', 'Thriller']",action action action drama drama drama thriller thriller thriller
62376,City of Ember,Adventure|Children|Sci-Fi,2008.0,"['Adventure', 'Children', 'Sci-Fi']",adventure adventure adventure children children children sci-fi sci-fi sci-fi
62383,"20,000 Leagues Under the Sea",Action|Adventure|Sci-Fi,1916.0,"['Action', 'Adventure', 'Sci-Fi']",action action action adventure adventure adventure sci-fi sci-fi sci-fi
62394,Max Payne,Action|Crime|Drama|Thriller,2008.0,"['Action', 'Crime', 'Drama', 'Thriller']",action action action crime crime crime drama drama drama thriller thriller thriller
62434,Zack and Miri Make a Porno,Comedy|Drama|Romance,2008.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
62437,W.,Drama,2008.0,['Drama'],drama drama drama
62439,My Best Friend's Girl,Comedy|Romance,2008.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
62511,"Synecdoche, New York",Comedy|Drama,2008.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
62553,"Secret Life of Bees, The",Drama,2008.0,['Drama'],drama drama drama
62586,"American Carol, An",Comedy|Fantasy,2008.0,"['Comedy', 'Fantasy']",comedy comedy comedy fantasy fantasy fantasy
62644,"Wave, The (Welle, Die)",Drama,2008.0,['Drama'],drama drama drama
62662,Tokyo-Ga,Documentary,1985.0,['Documentary'],documentary documentary documentary
62718,"Angus, Thongs and Perfect Snogging",Comedy|Romance,2008.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
62792,Pride and Glory,Crime|Drama,2008.0,"['Crime', 'Drama']",crime crime crime drama drama drama
62799,"Express, The",Drama,2008.0,['Drama'],drama drama drama
62834,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,Sci-Fi,2002.0,['Sci-Fi'],sci-fi sci-fi sci-fi
62836,Babylon 5: The Lost Tales - Voices in the Dark,Sci-Fi,2007.0,['Sci-Fi'],sci-fi sci-fi sci-fi
62849,RocknRolla,Action|Crime,2008.0,"['Action', 'Crime']",action action action crime crime crime
62956,Futurama: Bender's Game,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,2008.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Sci-Fi']",action action action adventure adventure adventure animation animation animation comedy comedy comedy fantasy fantasy fantasy sci-fi sci-fi sci-fi
62970,Tin Man,Adventure|Fantasy|Sci-Fi,2007.0,"['Adventure', 'Fantasy', 'Sci-Fi']",adventure adventure adventure fantasy fantasy fantasy sci-fi sci-fi sci-fi
62999,Madagascar: Escape 2 Africa,Action|Adventure|Animation|Children|Comedy|IMAX,2008.0,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'IMAX']",action action action adventure adventure adventure animation animation animation children children children comedy comedy comedy imax imax imax
63033,Blindness,Drama|Mystery|Romance|Thriller,2008.0,"['Drama', 'Mystery', 'Romance', 'Thriller']",drama drama drama mystery mystery mystery romance romance romance thriller thriller thriller
63062,Changeling,Crime|Drama|Mystery,2008.0,"['Crime', 'Drama', 'Mystery']",crime crime crime drama drama drama mystery mystery mystery
63072,"Road, The",Adventure|Drama|Thriller,2009.0,"['Adventure', 'Drama', 'Thriller']",adventure adventure adventure drama drama drama thriller thriller thriller
63082,Slumdog Millionaire,Crime|Drama|Romance,2008.0,"['Crime', 'Drama', 'Romance']",crime crime crime drama drama drama romance romance romance
63113,Quantum of Solace,Action|Adventure|Thriller,2008.0,"['Action', 'Adventure', 'Thriller']",action action action adventure adventure adventure thriller thriller thriller
63131,Role Models,Comedy,2008.0,['Comedy'],comedy comedy comedy
63179,Tokyo!,Drama,2008.0,['Drama'],drama drama drama
63222,JCVD,Action|Drama|Thriller,2008.0,"['Action', 'Drama', 'Thriller']",action action action drama drama drama thriller thriller thriller
63239,Cinderella,Children|Fantasy|Musical|Romance,1997.0,"['Children', 'Fantasy', 'Musical', 'Romance']",children children children fantasy fantasy fantasy musical musical musical romance romance romance
63276,Crows Zero (Kurôzu zero),Action,2007.0,['Action'],action action action
63312,Krabat,Drama|Fantasy,2008.0,"['Drama', 'Fantasy']",drama drama drama fantasy fantasy fantasy
63393,Camp Rock,Comedy|Musical|Romance,2008.0,"['Comedy', 'Musical', 'Romance']",comedy comedy comedy musical musical musical romance romance romance
63433,Farscape: The Peacekeeper Wars,Action|Adventure|Sci-Fi,2004.0,"['Action', 'Adventure', 'Sci-Fi']",action action action adventure adventure adventure sci-fi sci-fi sci-fi
63436,Saw V,Crime|Horror|Thriller,2008.0,"['Crime', 'Horror', 'Thriller']",crime crime crime horror horror horror thriller thriller thriller
63479,Sex Drive,Comedy,2008.0,['Comedy'],comedy comedy comedy
63515,The Island,Drama|Mystery,2006.0,"['Drama', 'Mystery']",drama drama drama mystery mystery mystery
63540,Beverly Hills Chihuahua,Adventure|Children|Comedy,2008.0,"['Adventure', 'Children', 'Comedy']",adventure adventure adventure children children children comedy comedy comedy
63768,Tattooed Life (Irezumi ichidai),Crime|Drama,1965.0,"['Crime', 'Drama']",crime crime crime drama drama drama
63808,"Class, The (Entre les murs)",Drama,2008.0,['Drama'],drama drama drama
63826,Splinter,Action|Horror|Thriller,2008.0,"['Action', 'Horror', 'Thriller']",action action action horror horror horror thriller thriller thriller
63853,Australia,Adventure|Drama|War|Western,2008.0,"['Adventure', 'Drama', 'War', 'Western']",adventure adventure adventure drama drama drama war war war western western western
63859,Bolt,Action|Adventure|Animation|Children|Comedy,2008.0,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy']",action action action adventure adventure adventure animation animation animation children children children comedy comedy comedy
63876,Milk,Drama,2008.0,['Drama'],drama drama drama
63992,Twilight,Drama|Fantasy|Romance|Thriller,2008.0,"['Drama', 'Fantasy', 'Romance', 'Thriller']",drama drama drama fantasy fantasy fantasy romance romance romance thriller thriller thriller
64010,"Children, The",Horror,2008.0,['Horror'],horror horror horror
64030,Transporter 3,Action|Adventure|Crime|Thriller,2008.0,"['Action', 'Adventure', 'Crime', 'Thriller']",action action action adventure adventure adventure crime crime crime thriller thriller thriller
64032,Four Christmases,Comedy,2008.0,['Comedy'],comedy comedy comedy
64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)",Drama|War,2008.0,"['Drama', 'War']",drama drama drama war war war
64114,Fireproof,Drama|Romance,2008.0,"['Drama', 'Romance']",drama drama drama romance romance romance
64116,Igor,Animation|Comedy,2008.0,"['Animation', 'Comedy']",animation animation animation comedy comedy comedy
64167,Dinotopia,Adventure|Fantasy,2002.0,"['Adventure', 'Fantasy']",adventure adventure adventure fantasy fantasy fantasy
64197,Hunger,Drama,2008.0,['Drama'],drama drama drama
64231,Punisher: War Zone,Action|Crime|Drama|Thriller,2008.0,"['Action', 'Crime', 'Drama', 'Thriller']",action action action crime crime crime drama drama drama thriller thriller thriller
64249,Shrek the Halls,Adventure|Animation|Comedy|Fantasy,2007.0,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",adventure adventure adventure animation animation animation comedy comedy comedy fantasy fantasy fantasy
64278,"Pervert's Guide to Cinema, The",Documentary,2006.0,['Documentary'],documentary documentary documentary
64285,Wallace and Gromit in 'A Matter of Loaf and Death',Animation|Comedy,2008.0,"['Animation', 'Comedy']",animation animation animation comedy comedy comedy
64497,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller|IMAX,2008.0,"['Drama', 'Sci-Fi', 'Thriller', 'IMAX']",drama drama drama sci-fi sci-fi sci-fi thriller thriller thriller imax imax imax
64499,Che: Part One,Drama|War,2008.0,"['Drama', 'War']",drama drama drama war war war
64501,Che: Part Two,Drama|War,2008.0,"['Drama', 'War']",drama drama drama war war war
64575,Doubt,Drama|Mystery,2008.0,"['Drama', 'Mystery']",drama drama drama mystery mystery mystery
64614,Gran Torino,Crime|Drama,2008.0,"['Crime', 'Drama']",crime crime crime drama drama drama
64620,Frost/Nixon,Drama,2008.0,['Drama'],drama drama drama
64622,"Reader, The",Drama|Romance,2008.0,"['Drama', 'Romance']",drama drama drama romance romance romance
64695,Sword of the Stranger (Sutorejia: Mukô hadan),Action|Adventure|Animation,2007.0,"['Action', 'Adventure', 'Animation']",action action action adventure adventure adventure animation animation animation
64716,Seven Pounds,Drama,2008.0,['Drama'],drama drama drama
64839,"Wrestler, The",Drama,2008.0,['Drama'],drama drama drama
64957,"Curious Case of Benjamin Button, The",Drama|Fantasy|Mystery|Romance,2008.0,"['Drama', 'Fantasy', 'Mystery', 'Romance']",drama drama drama fantasy fantasy fantasy mystery mystery mystery romance romance romance
64969,Yes Man,Comedy,2008.0,['Comedy'],comedy comedy comedy
64983,Valkyrie,Drama|Thriller|War,2008.0,"['Drama', 'Thriller', 'War']",drama drama drama thriller thriller thriller war war war
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru),Animation|Drama|Romance,2007.0,"['Animation', 'Drama', 'Romance']",animation animation animation drama drama drama romance romance romance
64997,War of the Worlds,Action|Sci-Fi,2005.0,"['Action', 'Sci-Fi']",action action action sci-fi sci-fi sci-fi
65037,Ben X,Drama,2007.0,['Drama'],drama drama drama
65088,Bedtime Stories,Adventure|Children|Comedy,2008.0,"['Adventure', 'Children', 'Comedy']",adventure adventure adventure children children children comedy comedy comedy
65126,Choke,Comedy|Drama,2008.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
65130,Revolutionary Road,Drama|Romance,2008.0,"['Drama', 'Romance']",drama drama drama romance romance romance
65133,Blackadder Back & Forth,Comedy,1999.0,['Comedy'],comedy comedy comedy
65135,Blackadder's Christmas Carol,Comedy,1988.0,['Comedy'],comedy comedy comedy
65188,Dear Zachary: A Letter to a Son About His Father,Documentary,2008.0,['Documentary'],documentary documentary documentary
65193,Wild Child,Drama|Romance,2008.0,"['Drama', 'Romance']",drama drama drama romance romance romance
65216,Defiance,Drama|Thriller|War,2008.0,"['Drama', 'Thriller', 'War']",drama drama drama thriller thriller thriller war war war
65225,Zeitgeist: Addendum,Documentary,2008.0,['Documentary'],documentary documentary documentary
65230,Marley & Me,Comedy|Drama,2008.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
65261,Ponyo (Gake no ue no Ponyo),Adventure|Animation|Children|Fantasy,2008.0,"['Adventure', 'Animation', 'Children', 'Fantasy']",adventure adventure adventure animation animation animation children children children fantasy fantasy fantasy
65350,"General Died at Dawn, The",Adventure|Crime|Thriller,1936.0,"['Adventure', 'Crime', 'Thriller']",adventure adventure adventure crime crime crime thriller thriller thriller
65359,Earthsea (Legend of Earthsea),Adventure|Drama|Fantasy,2004.0,"['Adventure', 'Drama', 'Fantasy']",adventure adventure adventure drama drama drama fantasy fantasy fantasy
65514,Ip Man,Action|Drama|War,2008.0,"['Action', 'Drama', 'War']",action action action drama drama drama war war war
65577,"Tale of Despereaux, The",Adventure|Animation|Children|Comedy|Fantasy,2008.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",adventure adventure adventure animation animation animation children children children comedy comedy comedy fantasy fantasy fantasy
65585,Bride Wars,Comedy|Romance,2009.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
65588,"Gamers, The: Dorkness Rising",Action|Adventure|Comedy|Fantasy,2008.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",action action action adventure adventure adventure comedy comedy comedy fantasy fantasy fantasy
65596,Mesrine: Killer Instinct (L'instinct de mort),Action|Crime|Drama|Thriller,2008.0,"['Action', 'Crime', 'Drama', 'Thriller']",action action action crime crime crime drama drama drama thriller thriller thriller
65601,My Bloody Valentine 3-D,Horror|Thriller,2009.0,"['Horror', 'Thriller']",horror horror horror thriller thriller thriller
65631,Battle in Seattle,Action|Drama,2007.0,"['Action', 'Drama']",action action action drama drama drama
65642,"Timecrimes (Cronocrímenes, Los)",Sci-Fi|Thriller,2007.0,"['Sci-Fi', 'Thriller']",sci-fi sci-fi sci-fi thriller thriller thriller
65651,Fire and Ice,Adventure|Fantasy,2008.0,"['Adventure', 'Fantasy']",adventure adventure adventure fantasy fantasy fantasy
65682,Underworld: Rise of the Lycans,Action|Fantasy|Horror|Thriller,2009.0,"['Action', 'Fantasy', 'Horror', 'Thriller']",action action action fantasy fantasy fantasy horror horror horror thriller thriller thriller
65685,Inkheart,Adventure|Fantasy,2008.0,"['Adventure', 'Fantasy']",adventure adventure adventure fantasy fantasy fantasy
65738,Revenge of the Nerds III: The Next Generation,Comedy,1992.0,['Comedy'],comedy comedy comedy
65740,Revenge of the Nerds IV: Nerds in Love,Comedy|Romance,1994.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
65802,Paul Blart: Mall Cop,Action|Comedy|Crime,2009.0,"['Action', 'Comedy', 'Crime']",action action action comedy comedy comedy crime crime crime
65810,Notorious,Drama|Musical,2009.0,"['Drama', 'Musical']",drama drama drama musical musical musical
65882,"Uninvited, The",Drama|Horror|Mystery|Thriller,2009.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",drama drama drama horror horror horror mystery mystery mystery thriller thriller thriller
65982,Outlander,Action|Adventure|Sci-Fi,2008.0,"['Action', 'Adventure', 'Sci-Fi']",action action action adventure adventure adventure sci-fi sci-fi sci-fi
66090,Eden Lake,Horror|Thriller,2008.0,"['Horror', 'Thriller']",horror horror horror thriller thriller thriller
66097,Coraline,Animation|Fantasy|Thriller,2009.0,"['Animation', 'Fantasy', 'Thriller']",animation animation animation fantasy fantasy fantasy thriller thriller thriller
66171,Push,Sci-Fi|Thriller,2009.0,"['Sci-Fi', 'Thriller']",sci-fi sci-fi sci-fi thriller thriller thriller
66198,"International, The",Drama|Thriller,2009.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
66203,He's Just Not That Into You,Comedy|Drama|Romance,2009.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
66240,Dead Like Me: Life After Death,Comedy|Fantasy,2009.0,"['Comedy', 'Fantasy']",comedy comedy comedy fantasy fantasy fantasy
66297,Futurama: Into the Wild Green Yonder,Action|Animation|Comedy|Sci-Fi,2009.0,"['Action', 'Animation', 'Comedy', 'Sci-Fi']",action action action animation animation animation comedy comedy comedy sci-fi sci-fi sci-fi
66310,Frontière(s),Drama|Horror|Thriller,2007.0,"['Drama', 'Horror', 'Thriller']",drama drama drama horror horror horror thriller thriller thriller
66320,"11th Hour, The",Documentary,2007.0,['Documentary'],documentary documentary documentary
66335,Afro Samurai: Resurrection,Animation,2009.0,['Animation'],animation animation animation
66371,Departures (Okuribito),Drama,2008.0,['Drama'],drama drama drama
66427,My Name Is Bruce,Comedy|Horror,2007.0,"['Comedy', 'Horror']",comedy comedy comedy horror horror horror
66509,Funny People,Comedy|Drama,2009.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
66511,Berlin Calling,Comedy|Drama,2008.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
66544,Nuremberg,Drama|War,2000.0,"['Drama', 'War']",drama drama drama war war war
66665,Away We Go,Comedy|Drama|Romance,2009.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
66744,"Divo, Il",Drama,2008.0,['Drama'],drama drama drama
66783,Friday the 13th,Horror,2009.0,['Horror'],horror horror horror
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",Action|Adventure|Comedy|Western,2008.0,"['Action', 'Adventure', 'Comedy', 'Western']",action action action adventure adventure adventure comedy comedy comedy western western western
66798,"Pink Panther 2, The",Adventure|Comedy|Mystery,2009.0,"['Adventure', 'Comedy', 'Mystery']",adventure adventure adventure comedy comedy comedy mystery mystery mystery
66915,Rock-A-Doodle,Adventure|Animation|Children|Musical,1991.0,"['Adventure', 'Animation', 'Children', 'Musical']",adventure adventure adventure animation animation animation children children children musical musical musical
66934,Dr. Horrible's Sing-Along Blog,Comedy|Drama|Musical|Sci-Fi,2008.0,"['Comedy', 'Drama', 'Musical', 'Sci-Fi']",comedy comedy comedy drama drama drama musical musical musical sci-fi sci-fi sci-fi
66943,"Cottage, The",Comedy|Crime|Horror|Thriller,2008.0,"['Comedy', 'Crime', 'Horror', 'Thriller']",comedy comedy comedy crime crime crime horror horror horror thriller thriller thriller
67087,"I Love You, Man",Comedy,2009.0,['Comedy'],comedy comedy comedy
67168,Dance of the Dead,Adventure|Comedy|Horror,2008.0,"['Adventure', 'Comedy', 'Horror']",adventure adventure adventure comedy comedy comedy horror horror horror
67186,"Haunting in Connecticut, The",Horror|Thriller,2009.0,"['Horror', 'Thriller']",horror horror horror thriller thriller thriller
67193,Duplicity,Crime|Romance|Thriller,2009.0,"['Crime', 'Romance', 'Thriller']",crime crime crime romance romance romance thriller thriller thriller
67197,Knowing,Action|Drama|Mystery|Sci-Fi|Thriller,2009.0,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",action action action drama drama drama mystery mystery mystery sci-fi sci-fi sci-fi thriller thriller thriller
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",Crime|Drama|Mystery|Thriller,2009.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",crime crime crime drama drama drama mystery mystery mystery thriller thriller thriller
67267,Sunshine Cleaning,Comedy|Drama,2008.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
67295,Kung Fu Panda: Secrets of the Furious Five,Action|Animation|Children|Comedy,2008.0,"['Action', 'Animation', 'Children', 'Comedy']",action action action animation animation animation children children children comedy comedy comedy
67361,Echelon Conspiracy,Action|Mystery|Thriller,2009.0,"['Action', 'Mystery', 'Thriller']",action action action mystery mystery mystery thriller thriller thriller
67408,Monsters vs. Aliens,Animation|Sci-Fi|IMAX,2009.0,"['Animation', 'Sci-Fi', 'IMAX']",animation animation animation sci-fi sci-fi sci-fi imax imax imax
67508,"Baader Meinhof Komplex, Der",Action|Crime|Drama|Thriller,2008.0,"['Action', 'Crime', 'Drama', 'Thriller']",action action action crime crime crime drama drama drama thriller thriller thriller
67534,Big Stan,Comedy,2007.0,['Comedy'],comedy comedy comedy
67618,Strictly Sexual,Comedy|Drama|Romance,2008.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
67665,Anvil! The Story of Anvil,Documentary|Musical,2008.0,"['Documentary', 'Musical']",documentary documentary documentary musical musical musical
67695,Observe and Report,Action|Comedy,2009.0,"['Action', 'Comedy']",action action action comedy comedy comedy
67734,Adventureland,Comedy|Drama,2009.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
67788,Confessions of a Shopaholic,Comedy|Romance,2009.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
67799,The Butterfly Effect 3: Revelations,Drama|Fantasy|Sci-Fi|Thriller,2009.0,"['Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",drama drama drama fantasy fantasy fantasy sci-fi sci-fi sci-fi thriller thriller thriller
67888,Man on the Flying Trapeze,Comedy,1935.0,['Comedy'],comedy comedy comedy
67923,"Fast & Furious (Fast and the Furious 4, The)",Action|Crime|Drama|Thriller,2009.0,"['Action', 'Crime', 'Drama', 'Thriller']",action action action crime crime crime drama drama drama thriller thriller thriller
67997,In the Loop,Comedy,2009.0,['Comedy'],comedy comedy comedy
68073,Pirate Radio,Comedy|Drama,2009.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
68135,17 Again,Comedy|Drama,2009.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
68157,Inglourious Basterds,Action|Drama|War,2009.0,"['Action', 'Drama', 'War']",action action action drama drama drama war war war
68159,State of Play,Crime|Drama|Thriller,2009.0,"['Crime', 'Drama', 'Thriller']",crime crime crime drama drama drama thriller thriller thriller
68194,"Damned United, The",Drama,2009.0,['Drama'],drama drama drama
68205,Crank: High Voltage,Action|Comedy|Crime,2009.0,"['Action', 'Comedy', 'Crime']",action action action comedy comedy comedy crime crime crime
68237,Moon,Drama|Mystery|Sci-Fi|Thriller,2009.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",drama drama drama mystery mystery mystery sci-fi sci-fi sci-fi thriller thriller thriller
68269,"Young Victoria, The",Drama|Romance,2009.0,"['Drama', 'Romance']",drama drama drama romance romance romance
68319,X-Men Origins: Wolverine,Action|Sci-Fi|Thriller,2009.0,"['Action', 'Sci-Fi', 'Thriller']",action action action sci-fi sci-fi sci-fi thriller thriller thriller
68347,Sin Nombre,Crime|Drama|Thriller,2009.0,"['Crime', 'Drama', 'Thriller']",crime crime crime drama drama drama thriller thriller thriller
68358,Star Trek,Action|Adventure|Sci-Fi|IMAX,2009.0,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",action action action adventure adventure adventure sci-fi sci-fi sci-fi imax imax imax
68444,"Great Buck Howard, The",Comedy,2008.0,['Comedy'],comedy comedy comedy
68480,Flatfoot on the Nile (Piedone d'Egitto),Action|Comedy|Crime,1980.0,"['Action', 'Comedy', 'Crime']",action action action comedy comedy comedy crime crime crime
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),Action|Drama|War,2009.0,"['Action', 'Drama', 'War']",action action action drama drama drama war war war
68522,Earth,Documentary,2007.0,['Documentary'],documentary documentary documentary
68536,Stanley Kubrick: A Life in Pictures,Documentary,2001.0,['Documentary'],documentary documentary documentary
68552,Crossing Over,Drama,2009.0,['Drama'],drama drama drama
68554,Angels & Demons,Crime|Drama|Mystery|Thriller,2009.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",crime crime crime drama drama drama mystery mystery mystery thriller thriller thriller
68597,Scorpio,Action|Drama|Thriller,1973.0,"['Action', 'Drama', 'Thriller']",action action action drama drama drama thriller thriller thriller
68600,Balls Out: Gary the Tennis Coach,Comedy,2009.0,['Comedy'],comedy comedy comedy
68650,Powder Blue,Drama,2009.0,['Drama'],drama drama drama
68659,Fanboys,Adventure|Comedy|Drama,2009.0,"['Adventure', 'Comedy', 'Drama']",adventure adventure adventure comedy comedy comedy drama drama drama
68791,Terminator Salvation,Action|Adventure|Sci-Fi|Thriller,2009.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",action action action adventure adventure adventure sci-fi sci-fi sci-fi thriller thriller thriller
68793,Night at the Museum: Battle of the Smithsonian,Action|Comedy|IMAX,2009.0,"['Action', 'Comedy', 'IMAX']",action action action comedy comedy comedy imax imax imax
68835,Were the World Mine,Adventure|Fantasy|Musical|Romance,2008.0,"['Adventure', 'Fantasy', 'Musical', 'Romance']",adventure adventure adventure fantasy fantasy fantasy musical musical musical romance romance romance
68848,"Brothers Bloom, The",Adventure|Comedy|Crime|Romance,2008.0,"['Adventure', 'Comedy', 'Crime', 'Romance']",adventure adventure adventure comedy comedy comedy crime crime crime romance romance romance
68872,Paisan (Paisà),Drama|War,1946.0,"['Drama', 'War']",drama drama drama war war war
68886,I Do: How to Get Married and Stay Single (Prête-moi ta main),Comedy|Romance,2006.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
68932,"Soloist, The",Drama|Musical,2009.0,"['Drama', 'Musical']",drama drama drama musical musical musical
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),Action|Animation|Mystery|Sci-Fi,1997.0,"['Action', 'Animation', 'Mystery', 'Sci-Fi']",action action action animation animation animation mystery mystery mystery sci-fi sci-fi sci-fi
68952,Drag Me to Hell,Comedy|Horror,2009.0,"['Comedy', 'Horror']",comedy comedy comedy horror horror horror
68954,Up,Adventure|Animation|Children|Drama,2009.0,"['Adventure', 'Animation', 'Children', 'Drama']",adventure adventure adventure animation animation animation children children children drama drama drama
68959,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono),Action|Adventure|Animation|Drama,2005.0,"['Action', 'Adventure', 'Animation', 'Drama']",action action action adventure adventure adventure animation animation animation drama drama drama
69069,Fired Up,Comedy,2009.0,['Comedy'],comedy comedy comedy
69118,In the Electric Mist,Drama|Mystery,2009.0,"['Drama', 'Mystery']",drama drama drama mystery mystery mystery
69122,"Hangover, The",Comedy|Crime,2009.0,"['Comedy', 'Crime']",comedy comedy comedy crime crime crime
69131,Killshot,Action|Crime|Drama|Thriller,2008.0,"['Action', 'Crime', 'Drama', 'Thriller']",action action action crime crime crime drama drama drama thriller thriller thriller
69134,Antichrist,Drama|Fantasy,2009.0,"['Drama', 'Fantasy']",drama drama drama fantasy fantasy fantasy
69140,Sweeney Todd,Crime|Drama|Horror|Thriller,2006.0,"['Crime', 'Drama', 'Horror', 'Thriller']",crime crime crime drama drama drama horror horror horror thriller thriller thriller
69211,Boy Eats Girl,Comedy|Horror,2005.0,"['Comedy', 'Horror']",comedy comedy comedy horror horror horror
69224,Marius and Jeanette (Marius et Jeannette),Comedy|Drama|Romance,1997.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
69227,Ernest Rides Again,Children|Comedy,1993.0,"['Children', 'Comedy']",children children children comedy comedy comedy
69251,Special,Drama|Fantasy,2006.0,"['Drama', 'Fantasy']",drama drama drama fantasy fantasy fantasy
69275,Dead Snow (Død snø),Action|Adventure|Comedy|Horror,2009.0,"['Action', 'Adventure', 'Comedy', 'Horror']",action action action adventure adventure adventure comedy comedy comedy horror horror horror
69278,Land of the Lost,Action|Adventure|Comedy|Sci-Fi,2009.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",action action action adventure adventure adventure comedy comedy comedy sci-fi sci-fi sci-fi
69304,Imagine That,Comedy|Drama|Fantasy,2009.0,"['Comedy', 'Drama', 'Fantasy']",comedy comedy comedy drama drama drama fantasy fantasy fantasy
69306,"Taking of Pelham 1 2 3, The",Crime|Drama|Thriller,2009.0,"['Crime', 'Drama', 'Thriller']",crime crime crime drama drama drama thriller thriller thriller
69394,"Stoning of Soraya M., The",Crime|Drama,2008.0,"['Crime', 'Drama']",crime crime crime drama drama drama
